season,matchweek,fixture,home_team,away_team,home_formation,home_xi,home_subs_used,away_formation,away_xi,away_subs_used,home_possession,away_possession,home_xg,away_xg,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_saves,away_saves,home_shots_inside_the_box,away_shots_inside_the_box,home_hit_woodwork,away_hit_woodwork,home_big_chances_created,away_big_chances_created,home_total_crosses_completed,away_total_crosses_completed,home_shots_off_target,away_shots_off_target,home_shots_outside_the_box,away_shots_outside_the_box,home_total_passes,away_total_passes,home_long_passes_completed,away_long_passes_completed,home_through_balls,away_through_balls,home_touches,away_touches,home_touches_in_the_opposition_box,away_touches_in_the_opposition_box,home_tackles_won,away_tackles_won,home_blocks,away_blocks,home_interceptions,away_interceptions,home_clearances,away_clearances,home_total_dribbles,away_total_dribbles,home_successful_dribbles,away_successful_dribbles,home_duels_won,away_duels_won,home_aerial_duels_won,away_aerial_duels_won,home_distance_covered,away_distance_covered,home_red_cards,away_red_cards,home_yellow_cards,away_yellow_cards,home_fouls,away_fouls,home_offsides,away_offsides,recap_url,stats_url,recap_text,motm,motm_position,recap_sentiment_compound,recap_sentiment_pos,recap_sentiment_neg,recap_sentiment_neu,fixture_url,home_big_chances,away_big_chances
2025,3,Manchester United vs Burnley,Man Utd,Burnley,3-4-2,Altay Bayindir; Leny Yoro; Matthijs de Ligt; Luke Shaw; Amad Diallo; Carlos Henrique Casimiro; Bruno Miguel Borges Fernandes; José Diogo Dalot Teixeira; Bryan Mbeumo; Mason Mount; Matheus Santos Carneiro da Cunha,Noussair Mazraoui (85'); Joshua Zirkzee (31'); Benjamin Sesko (72'); Kobbie Mainoo (45'),4-2-3,Martin Dúbravka; Kyle Walker; Hjalmar Ekdal; Maxime Estève; Quilindschy Hartman; Josh Cullen; Lesley Ugochukwu; Jacob Bruun Larsen; Hannibal Mejbri; Jaidon Anthony; Lyle Foster,Joe Worrall (83'); Loum Tchaouna (65'); Oliver Sonne (82'); Josh Laurent (76'),61.8%,38.2%,3.63,1.2,26,6,6,3,7,1,1,5,3,1,2,0,2,1,26 (50%),9 (11%),13,1,7,1,508 (82%),318 (71%),55 (58%),67 (36%),5 (20%),2 (50%),706,519,38,18,9 (56%),14 (70%),10,9,3,9,17,39,11,5,5,3,50,53,21,22,111.79km,113.7km,0,0,1,5,9,9,1,1,https://www.premierleague.com/en/match/2561920/manchester-united-vs-burnley?tab=recap,https://www.premierleague.com/en/match/2561920/manchester-united-vs-burnley?tab=stats,A stoppage-time penalty from Bruno Fernandes secured Manchester United and head coach Bruno Amorim their first win of the Premier League season as they beat Burnley 3-2 at Old Trafford. Fernandes – who missed from the spot last week at Fulham – converted in the seventh minute of additional time to secure a much-needed three points for Amorim’s side after their shock EFL Cup exit to League Two side Grimsby Town on penalties in midweek. A stoppage-time penalty from Bruno Fernandes secured Manchester United and head coach Bruno Amorim their first win of the Premier League season as they beat Burnley 3-2 at Old Trafford. Fernandes – who missed from the spot last week at Fulham – converted in the seventh minute of additional time to secure a much-needed three points for Amorim’s side after their shock EFL Cup exit to League Two side Grimsby Town on penalties in midweek. A stoppage-time penalty from Bruno Fernandes secured Manchester United and head coach Bruno Amorim their first win of the Premier League season as they beat Burnley 3-2 at Old Trafford. Fernandes – who missed from the spot last week at Fulham – converted in the seventh minute of additional time to secure a much-needed three points for Amorim’s side after their shock EFL Cup exit to League Two side Grimsby Town on penalties in midweek.,Bryan Mbeumo,Forward,0.9136,0.14,0.093,0.766,https://www.premierleague.com/en/match/2561920/manchester-united-vs-burnley,2,2
2025,3,Sunderland vs Brentford,Sunderland,Brentford,4-3-3,Robin Roefs; Trai Hume; Nordi Mukiele; Omar Alderete; Reinildo Isnard Mandava; Habib Diarra; Granit Xhaka; Noah Sadiki; Chemsdine Talbi; Eliezer Mayenda; Enzo Le Fée,Marc Guiu (87'); Wilson Isidor (65'); Simon Adingra (65'),4-2-3,Caoimhín Kelleher; Michael Kayode; Nathan Collins; Sepp van den Berg; Keane Lewis-Potter; Jordan Henderson; Yehor Yarmoliuk; Dango Ouattara; Mikkel Damsgaard; Kevin Schade; Igor Thiago Nascimento Rodrigues,Rico Henry (72'); Fábio Carvalho (90'); Frank Onyeka (71'),54.1%,45.9%,1.54,1.2,12,7,3,4,3,4,3,1,1,2,0,0,1,1,18 (17%),16 (38%),6,2,3,2,419 (81%),354 (80%),51 (45%),46 (37%),1 (0%),1 (100%),599,541,16,14,14 (50%),7 (78%),4,4,7,4,34,34,7,22,4,8,65,49,24,22,108.06km,107.95km,0,0,3,2,11,12,1,3,https://www.premierleague.com/en/match/2561922/sunderland-vs-brentford?tab=recap,https://www.premierleague.com/en/match/2561922/sunderland-vs-brentford?tab=stats,"Wilson Isidor played the role of super sub as his header in the sixth minute of second-half stoppage time saw Sunderland come from behind to beat Brentford 2-1. The spoils appeared set to be shared after Enzo Le Fee’s 82nd-minute penalty had cancelled out Igor Thiago’s opener, but Isidor popped up with a late winner at the Stadium of Light. Wilson Isidor played the role of super sub as his header in the sixth minute of second-half stoppage time saw Sunderland come from behind to beat Brentford 2-1. The spoils appeared set to be shared after Enzo Le Fee’s 82nd-minute penalty had cancelled out Igor Thiago’s opener, but Isidor popped up with a late winner at the Stadium of Light. Wilson Isidor played the role of super sub as his header in the sixth minute of second-half stoppage time saw Sunderland come from behind to beat Brentford 2-1. The spoils appeared set to be shared after Enzo Le Fee’s 82nd-minute penalty had cancelled out Igor Thiago’s opener, but Isidor popped up with a late winner at the Stadium of Light.",Enzo Le Fée,Forward,0.9849,0.202,0.075,0.723,https://www.premierleague.com/en/match/2561922/sunderland-vs-brentford,2,1
2025,3,Tottenham Hotspur vs AFC Bournemouth,Spurs,Bournemouth,4-3-3,Guglielmo Vicario; Pedro Porro; Cristian Romero; Micky van de Ven; Djed Spence; Rodrigo Bentancur; João Maria Lobo Alves Palhares Costa Palhinha Gonçalves; Pape Matar Sarr; Mohammed Kudus; Richarlison de Andrade; Brennan Johnson,Mathys Tel (76'); Destiny Udogie (71'); Lucas Bergvall (54'); Wilson Odobert (54'),4-2-3,Djordje Petrovic; Adam Smith; Bafodé Diakité; Marcos Senesi; Adrien Truffert; Tyler Adams; Alex Scott; David Brooks; Marcus Tavernier; Antoine Semenyo; Francisco Evanilson de Lima Barbosa,Ryan Christie (63'); Amine Adli (64'); Justin Kluivert (81'); Eli Kroupi (81'); James Hill (26'),61.4%,38.6%,0.19,1.59,5,20,1,6,0,8,5,1,1,4,0,0,0,2,20 (25%),18 (28%),3,9,2,5,477 (83%),296 (70%),52 (37%),57 (33%),1 (100%),2 (50%),709,517,18,29,8 (50%),13 (46%),6,6,4,9,33,31,27,16,10,8,56,69,17,16,110.45km,112.76km,0,0,2,4,17,13,2,3,https://www.premierleague.com/en/match/2561923/tottenham-hotspur-vs-bournemouth?tab=recap,https://www.premierleague.com/en/match/2561923/tottenham-hotspur-vs-bournemouth?tab=stats,Tottenham Hotspur’s perfect start to the 2025/26 Premier League season came to an end as they slipped to a 1-0 home defeat to AFC Bournemouth. Evanilson stunned the hosts in the fifth minute when his strike took a fortuitous deflection and looped in – the first time Spurs have conceded in the league under Thomas Frank. Tottenham Hotspur’s perfect start to the 2025/26 Premier League season came to an end as they slipped to a 1-0 home defeat to AFC Bournemouth. Evanilson stunned the hosts in the fifth minute when his strike took a fortuitous deflection and looped in – the first time Spurs have conceded in the league under Thomas Frank. Tottenham Hotspur’s perfect start to the 2025/26 Premier League season came to an end as they slipped to a 1-0 home defeat to AFC Bournemouth. Evanilson stunned the hosts in the fifth minute when his strike took a fortuitous deflection and looped in – the first time Spurs have conceded in the league under Thomas Frank.,Evanilson,Forward,-0.1531,0.063,0.101,0.836,https://www.premierleague.com/en/match/2561923/tottenham-hotspur-vs-bournemouth,,
2025,3,Wolverhampton Wanderers vs Everton,Wolves,Everton,3-4-3,José Pedro Malheiro de Sá; Santiago Bueno; Emmanuel Agbadou; Tote António Gomes; Jackson Tchatchoua; João Victor Gomes da Silva; André Trindade da Costa Neto; Hugo Bueno; Marshall Munetsi; Hee-Chan Hwang; Jhon Arias,David Møller Wolfe (75'); Sasa Kalajdzic (76'); Rodrigo Gomes (63'); Jean-Ricner Bellegarde (64'); Fer López (64'),4-2-3,Jordan Pickford; Jake O'Brien; James Tarkowski; Michael Keane; Vitalii Mykolenko; James Garner; Idrissa Gueye; Iliman Ndiaye; Kiernan Dewsbury-Hall; Jack Grealish; Norberto Bercique Gomes Betuncal,Thierno Barry (76'); Séamus Coleman (96'); Charly Alcaraz (88'); Tim Iroegbunam (76'),58.5%,41.5%,1.11,1.93,12,10,4,4,2,2,1,2,0,1,0,0,2,3,16 (50%),13 (15%),3,2,6,3,524 (80%),371 (74%),61 (36%),64 (36%),3 (0%),7 (57%),727,576,22,23,13 (57%),11 (69%),10,9,10,16,19,28,11,20,3,8,47,63,12,24,110.71km,114.75km,0,0,0,1,15,10,2,1,https://www.premierleague.com/en/match/2561924/wolverhampton-wanderers-vs-everton?tab=recap,https://www.premierleague.com/en/match/2561924/wolverhampton-wanderers-vs-everton?tab=stats,"Everton secured back-to-back Premier League wins with an entertaining 3-2 triumph over struggling Wolverhampton Wanderers, with Jack Grealish again playing a starring role. Having registered two assists against Brighton and Hove Albion in Everton's first competitive game at Hill Dickinson Stadium last week, Grealish provided another two at Molineux. Everton secured back-to-back Premier League wins with an entertaining 3-2 triumph over struggling Wolverhampton Wanderers, with Jack Grealish again playing a starring role. Having registered two assists against Brighton and Hove Albion in Everton's first competitive game at Hill Dickinson Stadium last week, Grealish provided another two at Molineux. Everton secured back-to-back Premier League wins with an entertaining 3-2 triumph over struggling Wolverhampton Wanderers, with Jack Grealish again playing a starring role. Having registered two assists against Brighton and Hove Albion in Everton's first competitive game at Hill Dickinson Stadium last week, Grealish provided another two at Molineux.",Jack Grealish,Midfielder,0.9875,0.266,0.047,0.687,https://www.premierleague.com/en/match/2561924/wolverhampton-wanderers-vs-everton,2,2
2025,3,Aston Villa vs Crystal Palace,Aston Villa,Crystal Palace,4-2-3,Marco Bizot; Matty Cash; Ezri Konsa; Tyrone Mings; Ian Maatsen; John McGinn; Youri Tielemans; Donyell Malen; Morgan Rogers; Evann Guessand; Ollie Watkins,Emiliano Buendía (45'); Lucas Digne (83'); Pau Torres (74'); Lamare Bogarde (84'); Bradley Burrowes (74'),3-4-2,Dean Henderson; Chris Richards; Maxence Lacroix; Marc Guéhi; Daniel Muñoz; Adam Wharton; Will Hughes; Tyrick Mitchell; Ismaïla Sarr; Daichi Kamada; Jean-Philippe Mateta,Jefferson Lerma (56'); Yéremy Pino (71'); Nathaniel Clyne (86'); Justin Devenny (85'),58.4%,41.6%,1.14,2.65,13,6,4,4,10,1,1,4,3,1,0,0,1,3,31 (19%),11 (18%),8,1,3,1,531 (89%),386 (85%),45 (64%),39 (44%),1 (0%),4 (50%),718,566,20,14,5 (45%),16 (62%),2,2,6,10,17,37,15,8,7,6,37,48,6,9,112.32km,115.84km,0,0,2,3,7,14,0,2,https://www.premierleague.com/en/match/2561915/aston-villa-vs-crystal-palace?tab=recap,https://www.premierleague.com/en/match/2561915/aston-villa-vs-crystal-palace?tab=stats,"Marc Guehi’s second-half stunner led Crystal Palace to their first win of the Premier League season after they comfortably beat a struggling Aston Villa 3-0. Guehi picked out the top-right corner in the 68th minute with a brilliant curling finish on what could be his last outing for Palace, amid rumours of a switch to Liverpool Marc Guehi’s second-half stunner led Crystal Palace to their first win of the Premier League season after they comfortably beat a struggling Aston Villa 3-0. Guehi picked out the top-right corner in the 68th minute with a brilliant curling finish on what could be his last outing for Palace, amid rumours of a switch to Liverpool Marc Guehi’s second-half stunner led Crystal Palace to their first win of the Premier League season after they comfortably beat a struggling Aston Villa 3-0. Crystal Palace Aston Villa Guehi picked out the top-right corner in the 68th minute with a brilliant curling finish on what could be his last outing for Palace, amid rumours of a switch to Liverpool Guehi th Liverpool",Marc Guéhi,Defender,0.9744,0.161,0.043,0.795,https://www.premierleague.com/en/match/2561915/aston-villa-vs-crystal-palace,0,2
2025,3,Brighton and Hove Albion vs Manchester City,Brighton,Man City,4-2-3,Bart Verbruggen; Joël Veltman; Jan Paul van Hecke; Lewis Dunk; Maxim De Cuyper; Carlos Baleba; Jack Hinshelwood; Yankuba Minteh; Diego Gómez; Kaoru Mitoma; Danny Welbeck,Brajan Gruda (61'); Georginio Rutter (61'); James Milner (60'); Yasin Ayari (61'); Diego Coppola (95'),4-3-3,James Trafford; Matheus Luiz Nunes; John Stones; Abdukodir Khusanov; Rayan Aït-Nouri; Bernardo Mota Veiga de Carvalho e Silva; Rodrigo Hernández Cascante; Tijjani Reijnders; Oscar Bobb; Erling Haaland; Omar Khaled Mohamed Abdelsalam Marmoush,Rúben Dias (85'); Jérémy Doku (72'); Nico O'Reilly (72'); Rico Lewis (85'),36.3%,63.7%,2.3,1.82,12,12,7,3,3,2,2,5,3,2,0,0,1,2,8 (38%),5 (20%),2,8,2,4,315 (75%),565 (87%),49 (29%),42 (45%),3 (33%),4 (75%),475,735,22,24,13 (76%),7 (47%),4,4,8,9,10,15,14,23,8,14,47,58,9,14,110.35km,109.5km,0,0,2,2,16,14,1,0,https://www.premierleague.com/en/match/2561916/brighton-and-hove-albion-vs-manchester-city?tab=recap,https://www.premierleague.com/en/match/2561916/brighton-and-hove-albion-vs-manchester-city?tab=stats,"Brighton & Hove Albion came from a goal behind to defeat Manchester City 2-1 thanks to a superbly taken 89th-minute winner from Brajan Gruda. Gruda was one of four substitutes introduced on the hour mark by Fabian Hurzeler at Amex Stadium, where Erling Haaland had put City ahead with his 88th Premier League goal on his 100th appearance in the competition. Brighton & Hove Albion came from a goal behind to defeat Manchester City 2-1 thanks to a superbly taken 89th-minute winner from Brajan Gruda. Gruda was one of four substitutes introduced on the hour mark by Fabian Hurzeler at Amex Stadium, where Erling Haaland had put City ahead with his 88th Premier League goal on his 100th appearance in the competition. Brighton & Hove Albion came from a goal behind to defeat Manchester City 2-1 thanks to a superbly taken 89th-minute winner from Brajan Gruda. Gruda was one of four substitutes introduced on the hour mark by Fabian Hurzeler at Amex Stadium, where Erling Haaland had put City ahead with his 88th Premier League goal on his 100th appearance in the competition.",Erling Haaland,Forward,0.9022,0.104,0.046,0.85,https://www.premierleague.com/en/match/2561916/brighton-and-hove-albion-vs-manchester-city,2,1
2025,3,Liverpool vs Arsenal,Liverpool,Arsenal,4-2-3,Alisson Ramsés Becker; Dominik Szoboszlai; Ibrahima Konaté; Virgil van Dijk; Milos Kerkez; Ryan Gravenberch; Alexis Mac Allister; Mohamed Salah Hamed Mahrous Ghaly; Florian Wirtz; Cody Gakpo; Hugo Ekitiké,Joe Gomez (79'); Wataru Endo (89'); Federico Chiesa (79'); Curtis Jones (61'),4-3-3,David Raya; Jurriën Timber; William Saliba; Gabriel dos Santos Magalhães; Riccardo Calafiori; Mikel Merino; Martín Zubimendi; Declan Rice; Noni Madueke; Viktor Gyökeres; Gabriel Teodoro Martinelli Silva,Cristhian Mosquera (5'); Martin Ødegaard (70'); Eberechi Eze (70'); Max Dowman (89'),53%,47%,0.52,0.49,9,11,3,1,3,8,1,2,2,1,0,0,,,7 (14%),17 (18%),2,3,5,3,435 (85%),371 (82%),60 (45%),50 (50%),3 (0%),0 (0%),612,536,16,29,9 (82%),6 (43%),11,12,7,9,29,19,14,8,7,3,38,32,10,9,107.69km,114.03km,0,0,2,2,7,10,1,0,https://www.premierleague.com/en/match/2561919/liverpool-vs-arsenal?tab=recap,https://www.premierleague.com/en/match/2561919/liverpool-vs-arsenal?tab=stats,"Dominik Szoboszlai's sensational free-kick maintained Liverpool's winning start to the 2025/26 Premier League season, as they beat title rivals Arsenal 1-0 at Anfield. Last season's top two were the only teams defending perfect records by Sunday, but it looked as though they would have to settle for a point apiece until the 83rd minute, when provided a moment of magic. Dominik Szoboszlai's sensational free-kick maintained Liverpool's winning start to the 2025/26 Premier League season, as they beat title rivals Arsenal 1-0 at Anfield. Last season's top two were the only teams defending perfect records by Sunday, but it looked as though they would have to settle for a point apiece until the 83rd minute, when provided a moment of magic. Dominik Szoboszlai's sensational free-kick maintained Liverpool's winning start to the 2025/26 Premier League season, as they beat title rivals Arsenal 1-0 at Anfield. Liverpool Arsenal Last season's top two were the only teams defending perfect records by Sunday, but it looked as though they would have to settle for a point apiece until the 83rd minute, when provided a moment of magic. rd",Dominik Szoboszlai,Defender,0.9829,0.15,0.0,0.85,https://www.premierleague.com/en/match/2561919/liverpool-vs-arsenal,,
2025,3,Nottingham Forest vs West Ham United,Nott'm Forest,West Ham,4-2-3,Matz Sels; Ola Aina; Nikola Milenkovic; Murillo Santiago Costa dos Santos; Neco Williams; Ibrahim Sangaré; Elliot Anderson; Dan Ndoye; Morgan Gibbs-White; Callum Hudson-Odoi; Chris Wood,Arnaud Kalimuendo (89'); Igor Jesus (73'); Omari Hutchinson (89'); James McAtee (58'),4-2-3,Mads Hermansen; Kyle Walker-Peters; Konstantinos Mavropanos; Maximilian Kilman; El Hadji Malick Diouf; Tomás Soucek; James Ward-Prowse; Jarrod Bowen; Lucas Tolentino Coelho de Lima; Mateus Gonçalo Espanha Fernandes; Niclas Füllkrug,Crysencio Summerville (82'); Callum Wilson (64'); Andy Irving (75'),58.4%,41.6%,0.73,2.42,11,12,3,8,9,7,5,3,3,4,0,0,1,3,35 (11%),18 (39%),3,4,2,2,541 (87%),385 (82%),29 (38%),43 (30%),1 (0%),1 (0%),734,581,29,18,14 (74%),9 (56%),6,5,6,6,16,32,15,19,6,8,43,47,12,10,102.84km,109.66km,0,0,0,0,14,6,,,https://www.premierleague.com/en/match/2561921/nottingham-forest-vs-west-ham-united?tab=recap,https://www.premierleague.com/en/match/2561921/nottingham-forest-vs-west-ham-united?tab=stats,West Ham United produced a superb late flourish to beat Nottingham Forest 3-0 and register their first Premier League win of the season. The visitors scored three times in seven minutes at the City Ground to get off the mark in this campaign and relieve some of the pressure on head coach Graham Potter. West Ham United produced a superb late flourish to beat Nottingham Forest 3-0 and register their first Premier League win of the season. The visitors scored three times in seven minutes at the City Ground to get off the mark in this campaign and relieve some of the pressure on head coach Graham Potter. West Ham United produced a superb late flourish to beat Nottingham Forest 3-0 and register their first Premier League win of the season. Nottingham Forest The visitors scored three times in seven minutes at the City Ground to get off the mark in this campaign and relieve some of the pressure on head coach Graham Potter.,Jarrod Bowen,Midfielder,0.9872,0.206,0.034,0.76,https://www.premierleague.com/en/match/2561921/nottingham-forest-vs-west-ham-united,0,2
2025,5,Brighton and Hove Albion vs Tottenham Hotspur,Brighton,Spurs,4-2-3,Bart Verbruggen; Joël Veltman; Jan Paul van Hecke; Lewis Dunk; Ferdi Kadioglu; Carlos Baleba; Yasin Ayari; Yankuba Minteh; Brajan Gruda; Kaoru Mitoma; Georginio Rutter,Danny Welbeck (75'); James Milner (63'); Diego Gómez (45'); Mats Wieffer (85'); Diego Coppola (75'),4-3-3,Guglielmo Vicario; Pedro Porro; Cristian Romero; Micky van de Ven; Destiny Udogie; Lucas Bergvall; João Maria Lobo Alves Palhares Costa Palhinha Gonçalves; Rodrigo Bentancur; Mohammed Kudus; Richarlison de Andrade; Wilson Odobert,Xavi Simons (61'); Archie Gray (89'); Brennan Johnson (72'); Djed Spence (89'),36.1%,63.9%,1.32,1.22,12,11,4,3,2,10,2,2,1,2,0,0,1,1,8 (25%),32 (9%),7,6,7,2,307 (77%),523 (89%),57 (39%),46 (59%),0 (0%),1 (0%),512,748,17,44,17 (68%),10 (38%),3,3,5,9,40,17,16,29,6,13,57,61,13,12,109.31km,108.33km,0,0,1,2,10,13,0,1,https://www.premierleague.com/en/match/2561937/brighton-and-hove-albion-vs-tottenham-hotspur?tab=recap,https://www.premierleague.com/en/match/2561937/brighton-and-hove-albion-vs-tottenham-hotspur?tab=stats,"Tottenham Hotspur came from two goals down to draw 2-2 against Brighton & Hove Albion at the American Express Stadium. Thomas Frank seemed to be staring down the barrel of a second Premier League defeat as Spurs boss, when Brighton took an early lead through Yankuba Minteh and Yasin Ayari created some breathing room with a stunning strike in the 31st minute. Tottenham Hotspur came from two goals down to draw 2-2 against Brighton & Hove Albion at the American Express Stadium. Thomas Frank seemed to be staring down the barrel of a second Premier League defeat as Spurs boss, when Brighton took an early lead through Yankuba Minteh and Yasin Ayari created some breathing room with a stunning strike in the 31st minute. Tottenham Hotspur came from two goals down to draw 2-2 against Brighton & Hove Albion at the American Express Stadium. Thomas Frank seemed to be staring down the barrel of a second Premier League defeat as Spurs boss, when Brighton took an early lead through Yankuba Minteh and Yasin Ayari created some breathing room with a stunning strike in the 31st minute.",Mohammed Kudus,Forward,0.0772,0.072,0.07,0.858,https://www.premierleague.com/en/match/2561937/brighton-and-hove-albion-vs-tottenham-hotspur,1,1
2025,5,Burnley vs Nottingham Forest,Burnley,Nott'm Forest,5-4-1,Martin Dúbravka; Kyle Walker; Josh Laurent; Hjalmar Ekdal; Maxime Estève; Quilindschy Hartman; Loum Tchaouna; Josh Cullen; Florentino Ibrain Morris Luís; Jaidon Anthony; Lyle Foster,Zian Flemming (86'); Hannibal Mejbri (81'),4-2-3,Matz Sels; Neco Williams; Nikola Milenkovic; Felipe Rodrigues da Silva; Oleksandr Zinchenko; Elliot Anderson; Douglas Luiz Soares de Paulo; Dilane Bakwa; Morgan Gibbs-White; Dan Ndoye; Chris Wood,Ibrahim Sangaré (76'); Callum Hudson-Odoi (59'); Arnaud Kalimuendo (76'); Igor Jesus (75'),36.7%,63.3%,0.85,1.1,12,17,5,8,4,5,7,4,2,5,1,0,1,1,26 (31%),30 (17%),4,2,3,8,348 (77%),628 (90%),46 (35%),37 (51%),0 (0%),0 (0%),549,824,23,29,9 (82%),6 (55%),10,11,10,7,35,29,17,10,11,4,45,36,14,11,115.25km,113.25km,0,0,1,1,12,11,1,2,https://www.premierleague.com/en/match/2561938/burnley-vs-nottingham-forest?tab=recap,https://www.premierleague.com/en/match/2561938/burnley-vs-nottingham-forest?tab=stats,"Ange Postecoglou earned his first point in charge of Nottingham Forest against Burnley as both sides shared the spoils in 1-1 draw at Turf Moor. In-form Jaidon Anthony struck again for the home side to cancel out Neco Williams' early opener. After defeats in his first two matches in charge, it looked like Postecoglou was on track for victory on Saturday when Williams’ emphatic finish put his side ahead after just 98 seconds. Ange Postecoglou earned his first point in charge of Nottingham Forest against Burnley as both sides shared the spoils in 1-1 draw at Turf Moor. In-form Jaidon Anthony struck again for the home side to cancel out Neco Williams' early opener. After defeats in his first two matches in charge, it looked like Postecoglou was on track for victory on Saturday when Williams’ emphatic finish put his side ahead after just 98 seconds. Ange Postecoglou earned his first point in charge of Nottingham Forest against Burnley as both sides shared the spoils in 1-1 draw at Turf Moor. In-form Jaidon Anthony struck again for the home side to cancel out Neco Williams' early opener. After defeats in his first two matches in charge, it looked like Postecoglou was on track for victory on Saturday when Williams’ emphatic finish put his side ahead after just 98 seconds.",Neco Williams,Defender,-0.296,0.062,0.08,0.859,https://www.premierleague.com/en/match/2561938/burnley-vs-nottingham-forest,1,0
2025,5,Fulham vs Brentford,Fulham,Brentford,4-2-3,Bernd Leno; Kenny Tete; Joachim Andersen; Calvin Bassey; Ryan Sessegnon; Sasa Lukic; Sander Berge; Harry Wilson; Josh King; Alex Iwobi; Rodrigo Muniz Carvalho,Raúl Jiménez (80'); Tom Cairney (86'); Jorge Cuenca (86'); Kevin (67'); Emile Smith Rowe (80'),5-3-2,Caoimhín Kelleher; Michael Kayode; Sepp van den Berg; Nathan Collins; Ethan Pinnock; Keane Lewis-Potter; Yehor Yarmoliuk; Jordan Henderson; Mikkel Damsgaard; Igor Thiago Nascimento Rodrigues; Kevin Schade,Rico Henry (66'); Fábio Carvalho (87'); Dango Ouattara (65'); Kristoffer Ajer (74'); Vitaly Janelt (74'),53%,47%,1.01,0.6,14,8,3,3,2,10,2,2,1,2,0,0,2,0,13 (38%),21 (10%),5,2,6,0,456 (84%),398 (81%),49 (45%),46 (37%),2 (50%),0 (0%),663,588,27,17,9 (47%),6 (46%),9,8,6,5,39,18,12,13,8,4,54,36,15,10,112.07km,113.24km,0,0,4,1,11,13,2,2,https://www.premierleague.com/en/match/2561939/fulham-vs-brentford?tab=recap,https://www.premierleague.com/en/match/2561939/fulham-vs-brentford?tab=stats,Fulham made it back-to-back Premier League wins after beating Brentford 3-1 in a West London derby on Saturday. Marco Silva’s side impressed as they came from behind at Craven Cottage to condemn the Bees to their third straight league defeat on the road. Fulham made it back-to-back Premier League wins after beating Brentford 3-1 in a West London derby on Saturday. Marco Silva’s side impressed as they came from behind at Craven Cottage to condemn the Bees to their third straight league defeat on the road. Fulham made it back-to-back Premier League wins after beating Brentford 3-1 in a West London derby on Saturday. Marco Silva’s side impressed as they came from behind at Craven Cottage to condemn the Bees to their third straight league defeat on the road.,Alex Iwobi,Midfielder,0.0772,0.163,0.161,0.675,https://www.premierleague.com/en/match/2561939/fulham-vs-brentford,2,1
2025,5,Liverpool vs Everton,Liverpool,Everton,4-2-3,Alisson Ramsés Becker; Conor Bradley; Ibrahima Konaté; Virgil van Dijk; Milos Kerkez; Ryan Gravenberch; Alexis Mac Allister; Mohamed Salah Hamed Mahrous Ghaly; Dominik Szoboszlai; Cody Gakpo; Hugo Ekitiké,Florian Wirtz (61'); Alexander Isak (67'); Curtis Jones (61'),4-2-3,Jordan Pickford; Jake O'Brien; James Tarkowski; Michael Keane; Vitalii Mykolenko; Idrissa Gueye; James Garner; Iliman Ndiaye; Kiernan Dewsbury-Hall; Jack Grealish; Norberto Bercique Gomes Betuncal,Thierno Barry (45'); Tyler Dibling (86'); Charly Alcaraz (86'),57.2%,42.8%,0.9,0.7,11,9,3,2,5,4,1,1,1,1,0,0,1,1,12 (17%),20 (25%),3,4,2,3,475 (85%),345 (76%),43 (33%),61 (38%),5 (60%),3 (0%),678,541,26,21,7 (39%),13 (72%),9,9,12,10,37,23,17,19,10,12,57,56,20,15,101.28km,101.98km,0,0,2,3,11,10,1,1,https://www.premierleague.com/en/match/2561940/liverpool-vs-everton?tab=recap,https://www.premierleague.com/en/match/2561940/liverpool-vs-everton?tab=stats,"Ryan Gravenberch scored one goal and set up another, becoming the youngest player to do both in a Merseyside derby, as Liverpool continued their winning start to the Premier League season by beating Everton 2-1 at Anfield. The Reds made a rampaging start at Anfield, hitting the front through Gravenberch’s cute finish in the 10th minute. Ryan Gravenberch scored one goal and set up another, becoming the youngest player to do both in a Merseyside derby, as Liverpool continued their winning start to the Premier League season by beating Everton 2-1 at Anfield. The Reds made a rampaging start at Anfield, hitting the front through Gravenberch’s cute finish in the 10th minute. Ryan Gravenberch scored one goal and set up another, becoming the youngest player to do both in a Merseyside derby, as Liverpool continued their winning start to the Premier League season by beating Everton 2-1 at Anfield. The Reds made a rampaging start at Anfield, hitting the front through Gravenberch’s cute finish in the 10th minute.",Mohamed Salah,Midfielder,0.8807,0.106,0.05,0.844,https://www.premierleague.com/en/match/2561940/liverpool-vs-everton,1,1
