season,matchweek,fixture,home_team,away_team,home_formation,home_xi,home_subs_used,away_formation,away_xi,away_subs_used,home_possession,away_possession,home_xg,away_xg,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_saves,away_saves,home_shots_inside_the_box,away_shots_inside_the_box,home_hit_woodwork,away_hit_woodwork,home_big_chances_created,away_big_chances_created,home_total_crosses_completed,away_total_crosses_completed,home_shots_off_target,away_shots_off_target,home_shots_outside_the_box,away_shots_outside_the_box,home_total_passes,away_total_passes,home_long_passes_completed,away_long_passes_completed,home_through_balls,away_through_balls,home_touches,away_touches,home_touches_in_the_opposition_box,away_touches_in_the_opposition_box,home_tackles_won,away_tackles_won,home_blocks,away_blocks,home_interceptions,away_interceptions,home_clearances,away_clearances,home_total_dribbles,away_total_dribbles,home_successful_dribbles,away_successful_dribbles,home_duels_won,away_duels_won,home_aerial_duels_won,away_aerial_duels_won,home_distance_covered,away_distance_covered,home_red_cards,away_red_cards,home_yellow_cards,away_yellow_cards,home_fouls,away_fouls,home_offsides,away_offsides,recap_url,stats_url,recap_text,motm,motm_position,recap_sentiment_compound,recap_sentiment_pos,recap_sentiment_neg,recap_sentiment_neu,fixture_url,home_big_chances,away_big_chances
2025,2,West Ham United vs Chelsea,West Ham,Chelsea,3-4-1-2,Mads Hermansen; Jean-Clair Todibo; Maximilian Kilman; Nayef Aguerd; Aaron Wan-Bissaka; James Ward-Prowse; Tomás Soucek; El Hadji Malick Diouf; Lucas Tolentino Coelho de Lima; Jarrod Bowen; Niclas Füllkrug,Kyle Walker-Peters (70'); Callum Wilson (45'); Freddie Potts (45'),4-2-3-1,Robert Sánchez; Malo Gusto; Trevoh Chalobah; Tosin Adarabioyo; Marc Cucurella; Moisés Caicedo; Enzo Fernández; Estêvão Willian Almeida de Oliveira Gonçalves; João Pedro Junqueira de Jesus; Pedro Lomba Neto; Liam Delap,Jamie Gittens (77'); Andrey Santos (62'); Jorrel Hato (69'); Reece James (69'); Wesley Fofana (69'),40.8%,59.2%,0.73,2.74,12,12,4,7,7,5,2,3,2,2,0,0,1,6,16 (44%),15 (20%),5,4,3,2,392 (86%),577 (88%),35 (43%),43 (40%),0 (0%),1 (100%),569,714,19,26,6 (55%),13 (68%),5,4,7,4,29,17,15,8,5,4,39,45,14,15,110.85km,105.03km,0,0,0,1,7,10,4,2,https://www.premierleague.com/en/match/2561914/west-ham-united-vs-chelsea?tab=recap,https://www.premierleague.com/en/match/2561914/west-ham-united-vs-chelsea?tab=stats,"Chelsea thrashed West Ham United 5-1 to earn their first victory of the 2025/26 Premier League campaign and pile more pressure on their former head coach Graham Potter. The Blues lost talisman Cole Palmer from their starting XI when he limped out of their warm-up at London Stadium, and they fell behind to a spectacular sixth-minute strike from Lucas Paqueta, but their response was emphatic. Chelsea thrashed West Ham United 5-1 to earn their first victory of the 2025/26 Premier League campaign and pile more pressure on their former head coach Graham Potter. The Blues lost talisman Cole Palmer from their starting XI when he limped out of their warm-up at London Stadium, and they fell behind to a spectacular sixth-minute strike from Lucas Paqueta, but their response was emphatic. Chelsea thrashed West Ham United 5-1 to earn their first victory of the 2025/26 Premier League campaign and pile more pressure on their former head coach Graham Potter. The Blues lost talisman Cole Palmer from their starting XI when he limped out of their warm-up at London Stadium, and they fell behind to a spectacular sixth-minute strike from Lucas Paqueta, but their response was emphatic.",João Pedro,Midfielder,-0.8034,0.044,0.098,0.858,https://www.premierleague.com/en/match/2561914/west-ham-united-vs-chelsea,0,5
2025,2,AFC Bournemouth vs Wolverhampton Wanderers,Bournemouth,Wolves,4-1-4-1,Djordje Petrovic; Adam Smith; Bafodé Diakité; Marcos Senesi; Adrien Truffert; Tyler Adams; David Brooks; Alex Scott; Marcus Tavernier; Antoine Semenyo; Francisco Evanilson de Lima Barbosa,Ryan Christie (66'); Amine Adli (66'); Justin Kluivert (78'); Eli Kroupi (88'); James Hill (88'),3-4-3,José Pedro Malheiro de Sá; Matt Doherty; Emmanuel Agbadou; Tote António Gomes; Ki-Jana Hoever; Jean-Ricner Bellegarde; João Victor Gomes da Silva; David Møller Wolfe; Marshall Munetsi; Jørgen Strand Larsen; Jhon Arias,Hugo Bueno (45'); Santiago Bueno (56'); André (45'); Hwang Hee-Chan (78'); Jackson Tchatchoua (35'),58.8%,41.2%,1.29,0.46,14,6,4,1,8,3,1,3,1,1,1,0,2,0,20 (15%),17 (29%),5,3,6,3,447 (87%),307 (73%),51 (45%),59 (49%),2 (50%),0 (0%),651,491,30,14,9 (75%),14 (67%),7,7,6,9,32,30,22,8,10,5,45,64,8,25,106.28km,100.77km,0,1,2,4,13,16,2,2,https://www.premierleague.com/en/match/2561905/bournemouth-vs-wolverhampton-wanderers?tab=recap,https://www.premierleague.com/en/match/2561905/bournemouth-vs-wolverhampton-wanderers?tab=stats,"Marcus Tavernier’s early goal was enough to give AFC Bournemouth their first win of the Premier League season as they defeated 10-man Wolverhampton Wanderers. Having given defending champions Liverpool a run for their money in the season opener at Anfield, Bournemouth were dominant on their return to Vitality Stadium. Marcus Tavernier’s early goal was enough to give AFC Bournemouth their first win of the Premier League season as they defeated 10-man Wolverhampton Wanderers. Having given defending champions Liverpool a run for their money in the season opener at Anfield, Bournemouth were dominant on their return to Vitality Stadium. Marcus Tavernier’s early goal was enough to give AFC Bournemouth their first win of the Premier League season as they defeated 10-man Wolverhampton Wanderers. Having given defending champions Liverpool a run for their money in the season opener at Anfield, Bournemouth were dominant on their return to Vitality Stadium.",Marcus Tavernier,Midfielder,0.9595,0.168,0.055,0.777,https://www.premierleague.com/en/match/2561905/bournemouth-vs-wolverhampton-wanderers,1,0
2025,2,Arsenal vs Leeds United,Arsenal,Leeds,4-3-3,David Raya; Jurriën Timber; William Saliba; Gabriel dos Santos Magalhães; Riccardo Calafiori; Martin Ødegaard; Martín Zubimendi; Declan Rice; Bukayo Saka; Viktor Gyökeres; Noni Madueke,Cristhian Mosquera (64'); Leandro Trossard (53'); Ethan Nwaneri (38'); Myles Lewis-Skelly (64'); Max Dowman (64'),4-3-3,Lucas Estella Perri; Jayden Bogle; Joe Rodon; Pascal Struijk; Gabriel Gudmundsson; Ao Tanaka; Ilia Gruev; Anton Stach; Daniel James; Joël Piroe; Wilfried Gnonto,Sean Longstaff (58'); Brenden Aaronson (66'); Lukas Nmecha (58'); Noah Okafor (66'); Sam Byram (83'),67.5%,32.5%,2.88,0.17,18,3,5,1,2,2,1,0,0,1,0,0,1,0,19 (42%),5 (20%),9,0,5,1,599 (92%),290 (76%),35 (69%),37 (35%),3 (33%),0 (0%),780,417,34,6,8 (62%),12 (71%),7,5,5,6,7,20,24,12,12,4,48,33,13,4,112.88km,108.25km,0,0,0,2,8,11,,,https://www.premierleague.com/en/match/2561906/arsenal-vs-leeds-united?tab=recap,https://www.premierleague.com/en/match/2561906/arsenal-vs-leeds-united?tab=stats,"Viktor Gyokeres opened his Premier League account with a double as Arsenal romped to a 5-0 win over Leeds United, though Martin Odegaard and Bukayo Saka suffered injuries. With Eberechi Eze presented to Emirates Stadium crowd before kick-off and fellow new signing Gyokeres getting up and running in an emphatic victory, it was largely a day of celebration for Arsenal fans. Viktor Gyokeres opened his Premier League account with a double as Arsenal romped to a 5-0 win over Leeds United, though Martin Odegaard and Bukayo Saka suffered injuries. With Eberechi Eze presented to Emirates Stadium crowd before kick-off and fellow new signing Gyokeres getting up and running in an emphatic victory, it was largely a day of celebration for Arsenal fans. Viktor Gyokeres opened his Premier League account with a double as Arsenal romped to a 5-0 win over Leeds United, though Martin Odegaard and Bukayo Saka suffered injuries. With Eberechi Eze presented to Emirates Stadium crowd before kick-off and fellow new signing Gyokeres getting up and running in an emphatic victory, it was largely a day of celebration for Arsenal fans.",Viktor Gyökeres,Forward,0.8807,0.102,0.049,0.849,https://www.premierleague.com/en/match/2561906/arsenal-vs-leeds-united,2,0
2025,2,Brentford vs Aston Villa,Brentford,Aston Villa,4-2-3-1,Caoimhín Kelleher; Michael Kayode; Nathan Collins; Sepp van den Berg; Keane Lewis-Potter; Yehor Yarmoliuk; Jordan Henderson; Dango Ouattara; Mikkel Damsgaard; Kevin Schade; Igor Thiago Nascimento Rodrigues,Aaron Hickey (79'); Rico Henry (84'); Mathias Jensen (79'); Frank Onyeka (69'); Kristoffer Ajer (85'),4-2-3-1,Emiliano Martínez; Matty Cash; Tyrone Mings; Pau Torres; Lucas Digne; Boubacar Kamara; Amadou Onana; John McGinn; Youri Tielemans; Morgan Rogers; Ollie Watkins,Emiliano Buendía (16'); Donyell Malen (64'); Ian Maatsen (64'); Lamare Bogarde (74'); Evann Guessand (75'),23.6%,76.4%,1.21,1.19,9,17,2,2,2,9,2,1,1,0,0,0,1,1,11 (45%),27 (15%),4,7,1,5,178 (72%),587 (88%),48 (48%),41 (61%),3 (33%),4 (25%),396,785,25,43,15 (54%),12 (86%),12,11,11,6,45,12,15,24,8,8,62,52,17,21,109.49km,107.28km,0,0,1,2,11,9,1,0,https://www.premierleague.com/en/match/2561907/brentford-vs-aston-villa?tab=recap,https://www.premierleague.com/en/match/2561907/brentford-vs-aston-villa?tab=stats,"Dango Ouattara was the hero on his Brentford debut as the Bees edged out Aston Villa 1-0 at the Gtech Community Stadium. The former AFC Bournemouth winger, who arrived for a club-record fee last weekend, made an instant impact for Keith Andrews’ side as they registered their first victory of the season. Dango Ouattara was the hero on his Brentford debut as the Bees edged out Aston Villa 1-0 at the Gtech Community Stadium. The former AFC Bournemouth winger, who arrived for a club-record fee last weekend, made an instant impact for Keith Andrews’ side as they registered their first victory of the season. Dango Ouattara was the hero on his Brentford debut as the Bees edged out Aston Villa 1-0 at the Gtech Community Stadium. The former AFC Bournemouth winger, who arrived for a club-record fee last weekend, made an instant impact for Keith Andrews’ side as they registered their first victory of the season.",Dango Ouattara,Midfielder,0.8957,0.067,0.0,0.933,https://www.premierleague.com/en/match/2561907/brentford-vs-aston-villa,1,0
2025,2,Burnley vs Sunderland,Burnley,Sunderland,4-2-3-1,Martin Dúbravka; Kyle Walker; Hjalmar Ekdal; Maxime Estève; Quilindschy Hartman; Lesley Ugochukwu; Josh Cullen; Jacob Bruun Larsen; Hannibal Mejbri; Jaidon Anthony; Lyle Foster,Joe Worrall (83'); Loum Tchaouna (83'); Zian Flemming (86'); Oliver Sonne (69'); Josh Laurent (69'),4-3-3,Robin Roefs; Trai Hume; Dan Ballard; Omar Alderete; Reinildo Isnard Mandava; Habib Diarra; Granit Xhaka; Noah Sadiki; Chemsdine Talbi; Eliezer Mayenda; Simon Adingra,Marc Guiu (80'); Patrick Roberts (63'); Wilson Isidor (63'); Jenson Seelt (9'); Enzo Le Fée (63'),41.9%,58.1%,1,0.77,7,9,2,1,4,3,1,0,0,1,1,0,2,2,15 (27%),24 (21%),4,3,3,3,442 (81%),616 (86%),57 (26%),44 (36%),2 (50%),5 (20%),632,801,17,17,11 (50%),8 (44%),6,6,7,7,29,27,11,9,3,2,45,48,15,19,115.31km,111.84km,0,0,0,1,9,5,0,2,https://www.premierleague.com/en/match/2561908/burnley-vs-sunderland?tab=recap,https://www.premierleague.com/en/match/2561908/burnley-vs-sunderland?tab=stats,"Second-half goals from Josh Cullen and Jaidon Anthony earned Burnley their first win of the 2025/26 season as they overcame Sunderland 2-0. While Sunderland claimed a 3-0 win over West Ham United in their first Premier League game since 2017 on the opening weekend, Burnley were dispatched by the same scoreline away at Tottenham Hotspur. Second-half goals from Josh Cullen and Jaidon Anthony earned Burnley their first win of the 2025/26 season as they overcame Sunderland 2-0. While Sunderland claimed a 3-0 win over West Ham United in their first Premier League game since 2017 on the opening weekend, Burnley were dispatched by the same scoreline away at Tottenham Hotspur. Second-half goals from Josh Cullen and Jaidon Anthony earned Burnley their first win of the 2025/26 season as they overcame Sunderland 2-0. While Sunderland claimed a 3-0 win over West Ham United in their first Premier League game since 2017 on the opening weekend, Burnley were dispatched by the same scoreline away at Tottenham Hotspur.",Maxime Estève,Defender,0.9851,0.169,0.0,0.831,https://www.premierleague.com/en/match/2561908/burnley-vs-sunderland,1,0
2025,2,Manchester City vs Tottenham Hotspur,Man City,Spurs,4-1-4-1,James Trafford; Rico Lewis; John Stones; Rúben dos Santos Gato Alves Dias; Rayan Aït-Nouri; Nico González; Oscar Bobb; Rayan Cherki; Tijjani Reijnders; Omar Khaled Mohamed Abdelsalam Marmoush; Erling Haaland,Nathan Aké (23'); Jérémy Doku (54'); Rodri (75'); Bernardo Silva (54'); Phil Foden (75'),4-3-3,Guglielmo Vicario; Pedro Porro; Cristian Romero; Micky van de Ven; Djed Spence; Pape Matar Sarr; João Maria Lobo Alves Palhares Costa Palhinha Gonçalves; Rodrigo Bentancur; Mohammed Kudus; Richarlison de Andrade; Brennan Johnson,Kevin Danso (91'); Lucas Bergvall (86'); Dominic Solanke (78'); Wilson Odobert (78'),61.4%,38.6%,1.55,1.11,10,12,4,5,7,2,3,4,2,3,0,0,2,1,19 (26%),11 (36%),3,5,4,2,525 (87%),331 (78%),39 (38%),58 (34%),2 (50%),1 (0%),728,532,34,26,10 (50%),16 (67%),5,5,6,7,23,25,15,23,7,8,51,47,12,8,114.39km,112km,0,0,1,4,7,12,0,1,https://www.premierleague.com/en/match/2561912/manchester-city-vs-tottenham-hotspur?tab=recap,https://www.premierleague.com/en/match/2561912/manchester-city-vs-tottenham-hotspur?tab=stats,"Tottenham Hotspur maintained their perfect start to the Premier League season under Thomas Frank with a superb 2-0 victory over Manchester City to make it two wins from two matches. First-half strikes from Brennan Johnson and Joao Palhinha, on his full debut, proved decisive at the Etihad Stadium, where Spurs have now gone three seasons unbeaten, after a 4-0 win last season and a 3-3 draw in 2023/24. Tottenham Hotspur maintained their perfect start to the Premier League season under Thomas Frank with a superb 2-0 victory over Manchester City to make it two wins from two matches. First-half strikes from Brennan Johnson and Joao Palhinha, on his full debut, proved decisive at the Etihad Stadium, where Spurs have now gone three seasons unbeaten, after a 4-0 win last season and a 3-3 draw in 2023/24. Tottenham Hotspur maintained their perfect start to the Premier League season under Thomas Frank with a superb 2-0 victory over Manchester City to make it two wins from two matches. First-half strikes from Brennan Johnson and Joao Palhinha, on his full debut, proved decisive at the Etihad Stadium, where Spurs have now gone three seasons unbeaten, after a 4-0 win last season and a 3-3 draw in 2023/24.",João Palhinha,Midfielder,0.9928,0.219,0.032,0.75,https://www.premierleague.com/en/match/2561912/manchester-city-vs-tottenham-hotspur,0,2
2025,2,Crystal Palace vs Nottingham Forest,Crystal Palace,Nott'm Forest,3-4-3,Dean Henderson; Chris Richards; Maxence Lacroix; Marc Guéhi; Daniel Muñoz; Adam Wharton; Will Hughes; Tyrick Mitchell; Ismaïla Sarr; Jean-Philippe Mateta; Justin Devenny,Jefferson Lerma (82'); Romain Esse (66'); Odsonne Édouard (88'),4-2-3-1,Matz Sels; Ola Aina; Nikola Milenkovic; Murillo Santiago Costa dos Santos; Neco Williams; Ibrahim Sangaré; Elliot Anderson; Dan Ndoye; Morgan Gibbs-White; Callum Hudson-Odoi; Chris Wood,Arnaud Kalimuendo (71'); Igor Jesus (88'); Omari Hutchinson (82'); Ryan Yates (88'); James McAtee (72'),42.1%,57.9%,1.1,0.93,8,9,4,1,1,3,0,3,2,0,1,1,2,1,18 (33%),26 (12%),4,7,1,1,377 (76%),514 (86%),49 (16%),56 (55%),1 (0%),2 (100%),534,691,21,20,11 (55%),7 (58%),1,1,7,10,21,15,7,18,3,6,49,45,16,17,104.8km,100.77km,0,0,3,3,11,11,2,2,https://www.premierleague.com/en/match/2561909/crystal-palace-vs-nottingham-forest?tab=recap,https://www.premierleague.com/en/match/2561909/crystal-palace-vs-nottingham-forest?tab=stats,"Crystal Palace and Nottingham Forest continued their unbeaten starts to the 2025/26 Premier League season as they played out a 1-1 draw on Sunday. The spoils were shared after an entertaining match at Selhurst Park, where Callum Hudson-Odoi cancelled out Ismaila Sarr’s first-half effort. Crystal Palace and Nottingham Forest continued their unbeaten starts to the 2025/26 Premier League season as they played out a 1-1 draw on Sunday. The spoils were shared after an entertaining match at Selhurst Park, where Callum Hudson-Odoi cancelled out Ismaila Sarr’s first-half effort. Crystal Palace and Nottingham Forest continued their unbeaten starts to the 2025/26 Premier League season as they played out a 1-1 draw on Sunday. The spoils were shared after an entertaining match at Selhurst Park, where Callum Hudson-Odoi cancelled out Ismaila Sarr’s first-half effort.",Ismaïla Sarr,Forward,0.9442,0.158,0.041,0.801,https://www.premierleague.com/en/match/2561909/crystal-palace-vs-nottingham-forest,1,1
2025,2,Everton vs Brighton and Hove Albion,Everton,Brighton,4-2-3-1,Jordan Pickford; Jake O'Brien; James Tarkowski; Michael Keane; James Garner; Tim Iroegbunam; Idrissa Gueye; Iliman Ndiaye; Kiernan Dewsbury-Hall; Jack Grealish; Thierno Barry,Dwight McNeil (71'); Beto (64'); Charly Alcaraz (64'); Harrison Armstrong (94'),4-2-3-1,Bart Verbruggen; Mats Wieffer; Jan Paul van Hecke; Lewis Dunk; Maxim De Cuyper; Carlos Baleba; Yasin Ayari; Yankuba Minteh; Matt O'Riley; Kaoru Mitoma; Danny Welbeck,Brajan Gruda (85'); Jack Hinshelwood (45'); Ferdi Kadioglu (67'); Diego Gómez (67'),42.4%,57.6%,1.6,2.43,11,13,3,4,2,2,4,1,0,2,0,1,2,1,12 (33%),11 (27%),7,5,5,6,362 (75%),490 (84%),69 (45%),44 (27%),1 (0%),0 (0%),545,676,18,29,8 (53%),8 (47%),4,6,8,5,35,24,16,13,9,8,70,47,31,16,108.85km,109.12km,0,0,4,3,7,15,0,6,https://www.premierleague.com/en/match/2561910/everton-vs-brighton-and-hove-albion?tab=recap,https://www.premierleague.com/en/match/2561910/everton-vs-brighton-and-hove-albion?tab=stats,"Jordan Pickford saved a penalty and Jack Grealish marked his first start with two assists as Everton won their first Premier League match at Hill Dickinson Stadium, beating Brighton and Hove Albion 2-0. The hosts rode their luck at times, but goals from Iliman Ndiaye and James Garner got David Moyes’ team up and running at their new home. Jordan Pickford saved a penalty and Jack Grealish marked his first start with two assists as Everton won their first Premier League match at Hill Dickinson Stadium, beating Brighton and Hove Albion 2-0. The hosts rode their luck at times, but goals from Iliman Ndiaye and James Garner got David Moyes’ team up and running at their new home. Jordan Pickford saved a penalty and Jack Grealish marked his first start with two assists as Everton won their first Premier League match at Hill Dickinson Stadium, beating Brighton and Hove Albion 2-0. The hosts rode their luck at times, but goals from Iliman Ndiaye and James Garner got David Moyes’ team up and running at their new home.",Jack Grealish,Midfielder,0.9144,0.151,0.095,0.754,https://www.premierleague.com/en/match/2561910/everton-vs-brighton-and-hove-albion,1,0
2025,2,Fulham vs Manchester United,Fulham,Man Utd,4-2-3-1,Bernd Leno; Kenny Tete; Joachim Andersen; Calvin Bassey; Ryan Sessegnon; Sasa Lukic; Sander Berge; Timothy Castagne; Josh King; Alex Iwobi; Rodrigo Muniz Carvalho,Raúl Jiménez (71'); Harry Wilson (62'); Emile Smith Rowe (71'); Antonee Robinson (62'),3-4-2-1,Altay Bayindir; Leny Yoro; Matthijs de Ligt; Luke Shaw; Amad Diallo; Carlos Henrique Casimiro; Bruno Miguel Borges Fernandes; Patrick Dorgu; Bryan Mbeumo; Mason Mount; Matheus Santos Carneiro da Cunha,Diogo Dalot (52'); Harry Maguire (87'); Manuel Ugarte (69'); Ayden Heaven (87'); Benjamin Sesko (53'),52.4%,47.6%,1.76,1.63,13,10,4,3,9,6,3,2,2,2,0,1,3,1,33 (30%),14 (29%),4,6,3,2,419 (84%),397 (83%),43 (49%),56 (39%),2 (100%),1 (0%),611,575,38,25,8 (80%),11 (65%),7,6,8,5,24,27,13,7,2,2,41,53,20,23,106.07km,103.69km,0,0,1,1,12,10,2,1,https://www.premierleague.com/en/match/2561911/fulham-vs-manchester-united?tab=recap,https://www.premierleague.com/en/match/2561911/fulham-vs-manchester-united?tab=stats,"Emile Smith Rowe denied Manchester United their first win of the 2025/26 Premier League season as Fulham rallied to earn a 1-1 draw at Craven Cottage. United, who had Bruno Fernandes miss a first-half penalty following Calvin Bassey’s foul on Mason Mount, were on course for victory when Leny Yoro's 58th-minute header struck Rodrigo Muniz on the back and wrong-footed Bernd Leno. Emile Smith Rowe denied Manchester United their first win of the 2025/26 Premier League season as Fulham rallied to earn a 1-1 draw at Craven Cottage. United, who had Bruno Fernandes miss a first-half penalty following Calvin Bassey’s foul on Mason Mount, were on course for victory when Leny Yoro's 58th-minute header struck Rodrigo Muniz on the back and wrong-footed Bernd Leno. Emile Smith Rowe denied Manchester United their first win of the 2025/26 Premier League season as Fulham rallied to earn a 1-1 draw at Craven Cottage. United, who had Bruno Fernandes miss a first-half penalty following Calvin Bassey’s foul on Mason Mount, were on course for victory when Leny Yoro's 58th-minute header struck Rodrigo Muniz on the back and wrong-footed Bernd Leno.",Leny Yoro,Defender,0.5719,0.131,0.132,0.737,https://www.premierleague.com/en/match/2561911/fulham-vs-manchester-united,1,1
2025,2,Newcastle United vs Liverpool,Newcastle,Liverpool,4-3-3,Nick Pope; Kieran Trippier; Fabian Schär; Dan Burn; Tino Livramento; Bruno Guimarães Rodriguez Moura; Sandro Tonali; Joelinton Cássio Apolinário de Lira; Anthony Elanga; Anthony Gordon; Harvey Barnes,Lewis Hall (76'); Malick Thiaw (81'); William Osula (76'); Jacob Ramsey (76'); Lewis Miley (66'),4-2-3,Alisson Ramsés Becker; Dominik Szoboszlai; Ibrahima Konaté; Virgil van Dijk; Milos Kerkez; Ryan Gravenberch; Curtis Jones; Mohamed Salah Hamed Mahrous Ghaly; Florian Wirtz; Cody Gakpo; Hugo Ekitiké,Wataru Endo (102'); Conor Bradley (80'); Federico Chiesa (80'); Harvey Elliott (96'); Rio Ngumoha (96'),37.5%,62.5%,0.93,0.7,10,5,3,4,7,1,1,1,1,1,0,0,2,2,24 (17%),9 (22%),4,0,2,2,241 (68%),435 (83%),53 (28%),51 (31%),2 (0%),1 (0%),409,613,27,15,5 (42%),8 (62%),4,4,7,0,20,44,17,8,8,5,49,52,14,19,105.96km,104.8km,1,0,2,3,17,15,,,https://www.premierleague.com/en/match/2561913/newcastle-united-vs-liverpool?tab=recap,https://www.premierleague.com/en/match/2561913/newcastle-united-vs-liverpool?tab=stats,"Sixteen-year-old Rio Ngumoha scored the winner in the 10th minute of stoppage time on his Premier League debut as Liverpool earned a thrilling 3-2 victory over 10-man Newcastle United. Liverpool looked to be cruising towards back-to-back wins when they went two goals and a player up amid a fiery atmosphere at St James' Park, fuelled by their rumoured interest in Alexander Isak. Sixteen-year-old Rio Ngumoha scored the winner in the 10th minute of stoppage time on his Premier League debut as Liverpool earned a thrilling 3-2 victory over 10-man Newcastle United. Liverpool looked to be cruising towards back-to-back wins when they went two goals and a player up amid a fiery atmosphere at St James' Park, fuelled by their rumoured interest in Alexander Isak. Sixteen-year-old Rio Ngumoha scored the winner in the 10th minute of stoppage time on his Premier League debut as Liverpool earned a thrilling 3-2 victory over 10-man Newcastle United. Liverpool looked to be cruising towards back-to-back wins when they went two goals and a player up amid a fiery atmosphere at St James' Park, fuelled by their rumoured interest in Alexander Isak.",Hugo Ekitiké,Forward,0.9918,0.228,0.033,0.738,https://www.premierleague.com/en/match/2561913/newcastle-united-vs-liverpool,2,1
2025,3,Chelsea vs Fulham,Chelsea,Fulham,4-2-3,Robert Sánchez; Malo Gusto; Trevoh Chalobah; Tosin Adarabioyo; Marc Cucurella; Moisés Caicedo; Enzo Fernández; Estêvão Willian Almeida de Oliveira Gonçalves; João Pedro Junqueira de Jesus; Pedro Lomba Neto; Liam Delap,Jamie Gittens (68'); Andrey Santos (81'); Reece James (81'); Tyrique George (14'),4-2-3,Bernd Leno; Kenny Tete; Joachim Andersen; Calvin Bassey; Ryan Sessegnon; Sasa Lukic; Sander Berge; Timothy Castagne; Josh King; Alex Iwobi; Rodrigo Muniz Carvalho,Raúl Jiménez (59'); Harry Wilson (60'); Adama Traoré (84'); Emile Smith Rowe (67'); Antonee Robinson (67'),53.8%,46.2%,2.35,1.02,13,11,6,3,6,4,1,4,2,2,0,0,1,1,13 (31%),15 (33%),1,6,3,3,494 (87%),415 (81%),47 (36%),62 (40%),2 (50%),3 (33%),705,610,27,20,9 (47%),12 (41%),10,8,18,6,20,20,19,15,8,3,60,56,17,13,107.61km,112.32km,0,0,2,2,11,17,3,1,https://www.premierleague.com/en/match/2561917/chelsea-vs-fulham?tab=recap,https://www.premierleague.com/en/match/2561917/chelsea-vs-fulham?tab=stats,"Enzo Fernandez and Joao Pedro each scored for the second match running as Chelsea battled to back-to-back Premier League wins with a 2-0 victory over Fulham at Stamford Bridge. Joao Pedro followed up his goal in the 5-1 win over West Ham United last weekend with the opener on Saturday, heading home from Fernandez's corner nine minutes into first-half stoppage time. Enzo Fernandez and Joao Pedro each scored for the second match running as Chelsea battled to back-to-back Premier League wins with a 2-0 victory over Fulham at Stamford Bridge. Joao Pedro followed up his goal in the 5-1 win over West Ham United last weekend with the opener on Saturday, heading home from Fernandez's corner nine minutes into first-half stoppage time. Enzo Fernandez and Joao Pedro each scored for the second match running as Chelsea battled to back-to-back Premier League wins with a 2-0 victory over Fulham at Stamford Bridge. Joao Pedro followed up his goal in the 5-1 win over West Ham United last weekend with the opener on Saturday, heading home from Fernandez's corner nine minutes into first-half stoppage time.",João Pedro,Midfielder,0.9783,0.15,0.032,0.818,https://www.premierleague.com/en/match/2561917/chelsea-vs-fulham,2,0
2025,3,Leeds United vs Newcastle United,Leeds,Newcastle,4-3-3,Lucas Estella Perri; Jayden Bogle; Joe Rodon; Pascal Struijk; Gabriel Gudmundsson; Sean Longstaff; Ilia Gruev; Anton Stach; Daniel James; Lukas Nmecha; Wilfried Gnonto,Dominic Calvert-Lewin (70'); Brenden Aaronson (60'); Jack Harrison (60'); James Justin (80'),5-3-2,Nick Pope; Kieran Trippier; Fabian Schär; Sven Botman; Dan Burn; Tino Livramento; Bruno Guimarães Rodriguez Moura; Sandro Tonali; Jacob Ramsey; Jacob Murphy; William Osula,Lewis Hall (61'); Harvey Barnes (68'); Anthony Elanga (62'); Lewis Miley (45'),43%,57%,0.69,0.46,10,8,1,2,5,5,2,1,1,1,0,0,1,0,17 (24%),21 (10%),6,3,6,4,414 (79%),547 (85%),57 (28%),64 (47%),0 (0%),0 (0%),594,722,19,13,14 (78%),4 (40%),6,7,13,8,18,6,12,13,7,5,47,37,8,12,118.04km,120.06km,0,0,1,1,10,15,1,0,https://www.premierleague.com/en/match/2561918/leeds-united-vs-newcastle-united?tab=recap,https://www.premierleague.com/en/match/2561918/leeds-united-vs-newcastle-united?tab=stats,"Leeds United showed their defensive resolve at Elland Road again as they made it two clean sheets from two home matches this season, holding Newcastle United to a 0-0 draw. Leeds become the first promoted side to keep a clean sheet in both of their opening two home matches of a Premier League season since Huddersfield Town in 2017/18. Leeds United showed their defensive resolve at Elland Road again as they made it two clean sheets from two home matches this season, holding Newcastle United to a 0-0 draw. Leeds become the first promoted side to keep a clean sheet in both of their opening two home matches of a Premier League season since Huddersfield Town in 2017/18. Leeds United showed their defensive resolve at Elland Road again as they made it two clean sheets from two home matches this season, holding Newcastle United to a 0-0 draw. Leeds become the first promoted side to keep a clean sheet in both of their opening two home matches of a Premier League season since Huddersfield Town in 2017/18.",Nick Pope,Goalkeeper,0.9925,0.263,0.0,0.737,https://www.premierleague.com/en/match/2561918/leeds-united-vs-newcastle-united,,
